iter	Passed	Remaining
812	566647	697273446
813	567338	697264826
814	568071	697307500
815	568789	697331363
816	569450	697285269
817	570101	697227454
818	570754	697171385
819	571408	697117643
820	572063	697064543
821	572715	697009114
822	573385	696973908
823	574052	696937136
824	574765	696955238
825	575455	696944410
826	576108	696890537
827	576780	696859493
828	577465	696842960
829	578380	697104807
830	579141	697180251
831	579895	697247122
832	580752	697437732
833	581518	697518167
834	582168	697460429
835	582953	697563498
836	583629	697535810
837	584281	697480446
838	584941	697434526
839	585609	697397872
840	586254	697334420
841	586910	697283823
842	587559	697224914
843	588210	697169125
844	588866	697119339
845	589499	697041175
846	590145	696979446
847	590808	696938000
848	591466	696890817
849	592108	696825300
850	592757	696767308
851	593429	696736695
852	594143	696755704
853	594792	696698739
854	595483	696690700
855	596173	696681062
856	596832	696636451
857	597479	696576850
858	598143	696537885
859	598814	696506099
860	599460	696446109
861	600103	696383387
862	600747	696320393
863	601405	696275385
864	602068	696234827
865	602741	696207213
866	603383	696143420
867	604042	696098489
868	604704	696058215
869	605366	696017824
870	606004	695949470
871	606654	695894986
872	607320	695859272
873	607971	695806798
874	608615	695746294
875	609270	695698621
876	609907	695629958
877	610543	695560459
878	611184	695497698
879	611842	695453557
880	612503	695413291
881	613173	695382139
882	613840	695348635
883	614501	695309175
884	615166	695273165
885	615822	695227920
886	616479	695182987
887	617139	695141538
888	617904	695219550
889	618652	695276499
890	619313	695237712
891	619971	695194362
892	620626	695147283
893	621299	695121019
894	621970	695093318
895	622626	695048595
896	623292	695013734
897	623938	694958071
898	624588	694906414
899	625260	694880254
900	625933	694854012
901	626615	694838230
902	627292	694817354
903	627980	694808436
904	628661	694792027
905	629323	694754430
906	629988	694720020
907	630653	694685549
908	631352	694689339
909	632076	694720059
910	632985	694954197
911	633721	694997519
912	634382	694958770
913	635039	694915718
914	635685	694860771
915	636334	694810308
916	636983	694758091
917	637656	694733397
918	638308	694685258
919	638976	694655223
920	639649	694630499
921	640368	694654888
922	641038	694627390
923	641698	694587789
924	642359	694550763
925	643004	694495126
926	643650	694442116
927	644313	694406201
928	644995	694391361
929	645651	694349724
930	646304	694303822
931	646946	694245605
932	647601	694201891
933	648306	694212965
934	649038	694251256
935	649735	694253366
936	650384	694203668
937	651103	694228712
938	651777	694205971
939	652457	694189456
940	653136	694171855
941	653837	694177174
942	654495	694137410
943	655181	694127328
944	655846	694095333
945	656513	694065379
946	657192	694048003
947	657856	694014970
948	658549	694012947
949	659227	693994300
950	659912	693983607
951	660810	694196298
952	661517	694208463
953	662246	694243354
954	662975	694278794
955	663661	694268483
956	664388	694300866
957	665073	694289854
958	665748	694268169
959	666437	694261479
960	667339	694476208
961	668039	694481045
962	668709	694454376
963	669334	694380779
964	669945	694292693
965	670579	694229489
966	671247	694200989
967	671919	694176299
968	672559	694119338
969	673266	694130786
970	673990	694159760
971	674761	694237389
972	675447	694228366
973	676141	694226628
974	676887	694277806
975	677573	694268486
976	678238	694237092
977	678949	694252398
978	679674	694282833
979	680367	694279913
980	681065	694282850
981	681762	694283819
982	682439	694264704
983	683147	694277732
984	683866	694301416
985	684626	694366030
986	685338	694382656
987	686005	694353634
988	686661	694313946
989	687294	694250368
990	687938	694197888
991	688575	694138780
992	689222	694090493
993	689851	694023523
994	690494	693970321
995	691149	693930197
996	691785	693870311
997	692435	693825332
998	693084	693779307
999	693736	693736067
1000	694380	693684295
1001	695019	693628924
1002	695655	693569545
1003	696296	693516475
1004	696943	693468923
1005	697594	693425388
1006	698221	693357888
1007	698856	693297993
1008	699492	693240353
1009	700132	693186053
1010	700773	693133012
1011	701406	693072417
1012	702044	693015936
1013	702677	692955476
1014	703319	692904006
1015	703963	692854448
1016	704615	692813605
1017	705248	692753515
1018	705879	692691075
1019	706511	692629859
1020	707156	692581687
1021	707792	692525752
1022	708440	692480712
1023	709079	692426525
1024	709727	692382098
1025	710377	692339328
1026	711016	692285864
1027	711665	692242450
1028	712305	692190613
1029	712963	692155945
1030	713606	692106972
1031	714242	692050653
1032	714885	692002238
1033	715524	691949127
1034	716156	691890422
1035	716802	691844176
1036	717447	691797789
1037	718090	691749550
1038	718729	691697811
1039	719375	691652145
1040	720007	691593058
1041	720636	691532195
1042	721284	691489095
1043	721936	691449902
1044	722608	691430191
1045	723251	691382505
1046	723899	691339309
1047	724548	691297853
1048	725200	691258507
1049	725842	691210703
1050	726498	691175770
1051	727140	691127786
1052	727786	691082715
1053	728416	691023995
1054	729046	690964428
1055	729686	690915252
1056	730330	690868690
1057	730972	690821334
1058	731606	690766241
1059	732237	690709135
1060	732888	690670015
1061	733538	690629946
1062	734186	690589182
1063	734839	690552097
1064	735497	690519958
1065	736143	690476957
1066	736773	690418868
1067	737419	690376351
1068	738075	690342478
1069	738747	690323990
1070	739423	690308842
1071	740087	690282853
1072	740745	690251350
1073	741407	690223883
1074	742074	690201117
1075	742727	690164830
1076	743380	690129117
1077	744021	690082031
1078	744691	690062008
1079	745360	690041284
1080	746042	690033024
1081	746766	690062448
1082	747575	690171074
1083	748521	690406107
1084	749194	690387803
1085	749836	690342584
1086	750478	690296845
1087	751148	690276173
1088	751797	690236769
1089	752455	690206388
1090	753108	690170970
1091	753760	690134659
1092	754410	690095951
1093	755068	690065677
1094	755709	690019373
1095	756333	689957546
1096	756949	689888792
1097	757576	689830373
1098	758221	689788111
1099	758890	689767895
1100	759537	689727752
1101	760189	689692375
1102	760830	689646252
1103	761490	689618694
1104	762128	689570199
1105	762777	689532387
1106	763412	689481708
1107	764068	689449894
1108	764730	689423590
1109	765422	689424961
1110	766087	689401445
1111	766783	689406094
1112	767460	689393547
1113	768144	689387510
1114	768829	689382063
1115	769514	689376199
1116	770190	689363266
1117	770832	689319693
1118	771477	689278166
1119	772145	689258319
1120	772820	689243894
1121	773489	689224519
1122	774170	689216357
1123	774819	689178689
1124	775498	689168566
1125	776155	689138667
1126	776834	689128244
1127	777490	689096972
1128	778163	689081637
1129	778832	689062860
1130	779514	689054801
1131	780169	689023380
1132	780852	689016562
1133	781530	689006107
1134	782186	688975112
1135	782855	688955897
1136	783510	688925053
1137	784168	688896106
1138	784835	688875896
1139	785511	688863631
1140	786193	688855953
1141	786849	688825653
1142	787489	688782032
1143	788138	688745650
1144	788790	688711592
1145	789468	688701124
1146	790188	688727396
1147	790862	688712587
1148	791527	688691278
1149	792184	688662062
1150	792866	688655061
1151	793593	688686857
1152	794305	688705301
1153	794961	688675763
1154	795603	688634536
1155	796241	688589136
1156	796879	688543711
1157	797528	688508171
1158	798167	688464609
1159	798811	688424336
1160	799451	688381619
1161	800099	688345320
1162	800755	688316100
1163	801399	688276411
1164	802049	688242191
1165	802686	688196986
1166	803335	688162448
1167	803979	688123199
1168	804625	688085697
1169	805279	688055084
1170	805919	688013163
1171	806577	687985776
1172	807251	687972794
1173	807922	687956784
1174	808644	687984031
1175	809431	688067049
1176	810145	688087658
1177	811092	688306286
1178	811897	688403842
1179	812707	688505275
1180	813393	688501361
1181	814094	688511223
1182	814800	688524157
1183	815526	688554620
1184	816497	688791737
1185	817370	688945526
1186	818130	689003864
1187	818856	689033516
1188	819599	689077433
1189	820341	689120432
1190	821243	689298160
1191	822093	689431198
1192	822818	689459600
1193	823485	689439289
1194	824177	689440342
1195	824824	689403238
1196	825476	689370775
1197	826111	689324415
1198	826763	689291738
1199	827435	689275669
1200	828067	689226575
1201	828707	689184744
1202	829348	689143173
1203	830001	689111708
1204	830662	689086712
1205	831324	689063342
1206	831974	689029132
1207	832614	688987103
1208	833271	688959288
1209	834037	689021527
1210	834762	689050507
1211	835450	689047745
1212	836103	689017110
1213	836752	688982308
1214	837425	688968083
1215	838071	688931462
1216	838728	688904043
1217	839372	688865525
1218	839992	688807465
1219	840614	688751763
1220	841274	688726238
1221	841941	688707077
1222	842627	688703716
1223	843277	688670991
1224	843922	688633594
1225	844554	688586017
1226	845190	688542161
1227	845822	688494791
1228	846463	688454696
1229	847113	688422247
1230	847775	688399169
1231	848424	688366063
1232	849086	688342999
1233	849740	688313700
1234	850438	688320168
1235	851103	688299970
1236	851841	688338558
1237	852567	688368217
1238	853294	688397704
1239	854024	688430070
1240	854746	688455411
1241	855471	688483657
1242	856189	688506282
1243	856914	688533743
1244	857640	688562495
1245	858353	688580798
1246	859026	688566759
1247	859696	688551051
1248	860351	688522434
1249	861049	688528624
1250	861729	688520408
1251	862376	688486332
1252	863026	688453901
1253	863673	688419680
1254	864321	688385915
1255	864971	688354293
1256	865637	688334692
1257	866299	688312425
1258	866955	688285572
1259	867594	688245274
1260	868258	688224151
1261	868918	688200797
1262	869577	688176115
1263	870224	688142405
1264	870874	688111057
1265	871519	688075200
1266	872176	688049386
1267	872845	688032718
1268	873493	687999774
1269	874142	687968434
1270	874811	687951430
1271	875500	687951573
1272	876156	687924364
1273	876820	687904859
1274	877458	687864004
1275	878112	687836455
1276	878757	687801324
1277	879412	687773964
1278	880061	687742354
1279	880709	687710482
1280	881362	687681998
1281	882032	687666460
1282	882715	687661834
1283	883411	687666770
1284	884117	687679736
1285	884820	687690292
1286	885481	687667753
1287	886207	687696555
1288	886922	687716343
1289	887642	687739755
1290	888323	687733359
1291	888995	687719862
1292	889655	687696885
1293	890311	687670981
1294	890976	687652324
1295	891714	687689639
1296	892407	687692556
1297	893113	687705145
1298	893818	687717215
1299	894496	687708207
1300	895177	687701493
1301	895850	687688592
1302	896620	687750273
1303	897336	687770558
1304	898062	687799169
1305	898783	687822448
1306	899513	687853359
1307	900204	687854690
1308	900923	687876881
1309	901733	687968876
1310	902511	688035852
1311	903231	688059411
1312	903973	688098951
1313	904791	688196467
1314	905557	688254143
1315	906303	688296720
1316	907049	688338578
1317	907852	688424516
1318	908529	688414153
1319	909171	688378288
1320	909843	688364023
1321	910535	688365179
1322	911308	688427775
1323	912064	688477668
1324	912784	688499851
1325	913520	688534251
1326	914285	688590931
1327	915041	688640308
1328	915747	688651873
1329	916491	688691769
1330	917264	688754257
1331	918254	688978734
1332	919048	689055832
1333	919761	689072300
1334	920713	689268290
1335	921847	689599615
1336	922924	689887577
1337	924131	690272422
1338	925514	690787690
1339	926641	691111625
1340	927760	691429235
1341	928651	691576368
1342	929578	691750355
1343	930478	691903601
1344	931352	692038017
1345	932264	692199608
1346	933253	692418453
1347	934179	692590709
1348	935385	692969037
1349	936211	693066648
1350	937014	693146118
1351	937803	693215781
1352	938571	693269893
1353	939386	693357989
1354	940164	693419449
1355	940940	693478611
1356	941681	693512386
1357	942392	693524054
1358	943139	693561418
1359	943872	693589574
1360	944615	693624480
1361	945323	693633581
1362	946058	693661971
1363	946775	693677800
1364	947487	693689968
1365	948220	693717687
1366	948948	693740861
1367	949687	693772674
1368	950428	693806109
1369	951185	693850237
1370	951936	693890663
1371	952674	693921574
1372	953382	693930489
1373	954105	693950248
1374	954818	693962384
1375	955509	693959458
1376	956239	693983603
1377	956966	694006204
1378	957684	694022080
1379	958410	694044151
1380	959202	694113763
1381	959991	694180695
1382	960749	694225863
1383	961500	694265288
1384	962203	694270013
1385	962930	694292597
1386	963668	694322380
1387	964400	694347880
1388	965157	694392207
1389	965946	694458802
1390	966675	694481729
1391	967514	694584308
1392	968419	694734162
1393	969168	694771042
1394	969896	694793713
1395	970713	694879898
1396	971437	694899592
1397	972198	694945323
1398	972912	694957364
1399	973600	694950995
1400	974351	694989716
1401	975161	695070390
1402	975963	695145316
1403	976688	695165058
1404	977399	695175019
1405	978084	695166323
1406	978769	695157332
1407	979451	695146436
1408	980135	695137497
1409	980824	695131535
1410	981499	695116306
1411	982197	695116484
1412	982876	695104106
1413	983574	695104851
1414	984253	695092082
1415	984957	695096761
1416	985648	695092128
1417	986326	695079107
1418	987005	695066425
1419	987668	695042317
1420	988354	695034440
1421	989048	695032550
1422	989739	695027995
1423	990430	695023819
1424	991128	695024565
1425	991803	695009421
1426	992514	695019143
1427	993185	695001096
1428	993838	694970299
1429	994520	694959932
1430	995194	694943515
1431	995865	694925617
1432	996625	694969688
1433	997354	694991546
1434	998140	695053803
1435	998857	695067572
1436	999561	695072565
1437	1000262	695075457
1438	1000966	695080033
1439	1001694	695101778
1440	1002456	695146423
1441	1003179	695164751
1442	1003907	695185605
1443	1004589	695175380
1444	1005281	695171889
1445	1005952	695153827
1446	1006632	695141896
1447	1007307	695126219
1448	1007968	695101183
1449	1008629	695076558
1450	1009278	695043560
1451	1009933	695014349
1452	1010571	694974007
1453	1011225	694944140
1454	1011870	694908899
1455	1012536	694887536
1456	1013187	694856217
1457	1013851	694833199
1458	1014499	694800088
1459	1015147	694766241
1460	1015795	694732945
1461	1016443	694699968
1462	1017094	694668865
1463	1017756	694644994
1464	1018417	694620322
1465	1019082	694598934
1466	1019742	694573995
1467	1020386	694538448
1468	1021049	694515128
1469	1021724	694500547
1470	1022387	694478257
1471	1023060	694462105
1472	1023725	694440507
1473	1024417	694437371
1474	1025175	694479035
1475	1025917	694509996
1476	1026647	694532817
1477	1027333	694525549
1478	1028015	694515669
1479	1028719	694520349
1480	1029392	694504775
1481	1030054	694481433
1482	1030721	694461405
1483	1031465	694493475
1484	1032250	694552705
1485	1032994	694585016
1486	1033679	694577041
1487	1034416	694604368
1488	1035105	694598619
1489	1035808	694603292
1490	1036469	694579168
1491	1037134	694557877
