iter	RMSE
1513	0.6103832886
1514	0.6103389534
1515	0.6103073715
1516	0.6102510596
1517	0.6102100562
1518	0.610185493
1519	0.6101496813
1520	0.6100852486
1521	0.6100634327
1522	0.6100294835
1523	0.610008522
1524	0.6099764006
1525	0.6099369346
1526	0.609898239
1527	0.6098461571
1528	0.6098115288
1529	0.6097629059
1530	0.609732457
1531	0.609710744
1532	0.6096586918
1533	0.6096294937
1534	0.609598454
1535	0.6095816546
1536	0.6095231579
1537	0.6094855987
1538	0.6094021117
1539	0.6093800009
1540	0.6093467576
1541	0.6092934417
1542	0.6092506167
1543	0.6091857004
1544	0.6091375315
1545	0.6090914202
1546	0.6090391327
1547	0.6090078882
1548	0.6089683635
1549	0.6089468127
1550	0.6088967332
1551	0.608879638
1552	0.6088525966
1553	0.6088099229
1554	0.6087779992
1555	0.6087636769
1556	0.6087373212
1557	0.6086948997
1558	0.6086686747
1559	0.6086396209
1560	0.6085799461
1561	0.6085079365
1562	0.6084646059
1563	0.6083866333
1564	0.6083385345
1565	0.6083180896
1566	0.6082778315
1567	0.6082536039
1568	0.6082383401
1569	0.6082156402
1570	0.6081649568
1571	0.6080972883
1572	0.6080583754
1573	0.6079963192
1574	0.6079758882
1575	0.6079336986
1576	0.6078893779
1577	0.6078525325
1578	0.6078161872
1579	0.6078050142
1580	0.6077388995
1581	0.6077168679
1582	0.607681676
1583	0.6076556647
1584	0.6076019187
1585	0.6075709144
1586	0.6075561938
1587	0.6075262207
1588	0.6075010671
1589	0.607457059
1590	0.6074048708
1591	0.6073668388
1592	0.6073379453
1593	0.6072926232
1594	0.607252132
1595	0.6071940812
1596	0.6071777676
1597	0.6070712316
1598	0.6070097597
1599	0.6069745394
1600	0.606937229
1601	0.6069196971
1602	0.6068834886
1603	0.6068234759
1604	0.6067744762
1605	0.6067376299
1606	0.6066894476
1607	0.6066445807
1608	0.6065669381
1609	0.6065162952
1610	0.6064742602
1611	0.6064285403
1612	0.6063859254
1613	0.6063490671
1614	0.6063284517
1615	0.6062918452
1616	0.606257171
1617	0.6062280606
1618	0.6062072442
1619	0.6061630973
1620	0.6061283937
1621	0.6061091222
1622	0.6060777388
1623	0.6060360532
1624	0.6059916062
1625	0.6059375138
1626	0.6059072074
1627	0.6058601988
1628	0.6058073797
1629	0.6057651192
1630	0.6057381864
1631	0.6056945542
1632	0.6056673239
1633	0.6056017762
1634	0.6055619711
1635	0.6055424069
1636	0.6055135595
1637	0.6054787798
1638	0.6054515929
1639	0.6054135852
1640	0.6053461159
1641	0.605261345
1642	0.6052072602
1643	0.6051466662
1644	0.6051032749
1645	0.6050468009
1646	0.6050272507
1647	0.6049971909
1648	0.6049460096
1649	0.6049069988
1650	0.6048606938
1651	0.6048296762
1652	0.604768751
1653	0.6047371045
1654	0.6046995582
1655	0.6046703892
1656	0.6046209813
1657	0.6045669068
1658	0.6045443395
1659	0.6045183607
1660	0.6044735799
1661	0.6044527082
1662	0.6044158256
1663	0.6043831772
1664	0.604344775
1665	0.6043215846
1666	0.6042970149
1667	0.6042676275
1668	0.6041777604
1669	0.6041627656
1670	0.6041323598
1671	0.60411315
1672	0.6040921385
1673	0.6040658189
1674	0.604032279
1675	0.6040041034
1676	0.6039602281
1677	0.6039204885
1678	0.6038961054
1679	0.6038645146
1680	0.6038255418
1681	0.6037751924
1682	0.6037381094
1683	0.6037095534
1684	0.6036751283
1685	0.6036557383
1686	0.6036194985
1687	0.6035946503
1688	0.6035677534
1689	0.6035122685
1690	0.6034780825
1691	0.6034171196
1692	0.6033767387
1693	0.6033358741
1694	0.6033098766
1695	0.6032600442
1696	0.6032141069
1697	0.603177328
1698	0.6030901451
1699	0.6030496454
1700	0.6030112919
1701	0.6029861476
1702	0.6029552702
1703	0.6029347449
1704	0.6028906296
1705	0.60286839
1706	0.6028364369
1707	0.6028008219
1708	0.6027667605
1709	0.6027182153
1710	0.6026924268
1711	0.6026736816
1712	0.6026204306
1713	0.6025714832
1714	0.6025356136
1715	0.6025105149
1716	0.6024650032
1717	0.6024457915
1718	0.6024154369
1719	0.6023632763
1720	0.6023219446
1721	0.6023009732
1722	0.6022787789
1723	0.6022419278
1724	0.6021904318
1725	0.6021307629
1726	0.6021083685
1727	0.6020911227
1728	0.6020330321
1729	0.60197496
1730	0.6019395616
1731	0.6019211539
1732	0.6018893705
1733	0.601859651
1734	0.6017929043
1735	0.6017498479
1736	0.6017069015
1737	0.6016525328
1738	0.6016143619
1739	0.6015758574
1740	0.6015550939
1741	0.6015157851
1742	0.6014842306
1743	0.6014613331
1744	0.6014098147
1745	0.6013961334
1746	0.6013591041
1747	0.6013149053
1748	0.6012546383
1749	0.6012396303
1750	0.6011985899
1751	0.60116984
1752	0.6011295874
1753	0.6011147274
1754	0.601077322
1755	0.6010619065
1756	0.6010297397
1757	0.601001134
1758	0.6009572039
1759	0.6009323104
1760	0.6009020594
1761	0.6008762441
1762	0.6008375063
1763	0.6007841624
1764	0.6007532646
1765	0.6007275363
1766	0.6006765087
1767	0.6006488448
1768	0.6006085338
1769	0.6005689848
1770	0.6005274213
1771	0.6004778054
1772	0.6004638725
1773	0.6004260081
1774	0.6003944645
1775	0.6003626679
1776	0.6003311321
1777	0.600306055
1778	0.6002796029
1779	0.6002393065
1780	0.6002158644
1781	0.6001967138
1782	0.6001211173
1783	0.6000710847
1784	0.6000466509
1785	0.6000144639
1786	0.5999762045
1787	0.5999466157
1788	0.599910172
1789	0.5998819636
1790	0.5998335806
1791	0.599812161
1792	0.599771042
1793	0.5997537652
1794	0.5997086475
1795	0.5996587938
1796	0.5996341672
1797	0.5996052069
1798	0.5995450376
1799	0.5995214813
1800	0.5994738809
1801	0.5994597281
1802	0.5994272802
1803	0.5994032284
1804	0.5993806755
1805	0.5993434805
1806	0.599307558
1807	0.5992711751
1808	0.5992416008
1809	0.5991886741
1810	0.5991564292
1811	0.5991438922
1812	0.5991266406
1813	0.5990990645
1814	0.599074894
1815	0.5990439291
1816	0.5989848335
1817	0.5989486499
1818	0.5989018394
1819	0.5988747561
1820	0.5988339814
1821	0.5988200664
1822	0.5987804655
1823	0.5987578508
1824	0.5987037886
1825	0.5986889224
1826	0.5986495328
1827	0.5985987997
1828	0.5985726554
1829	0.5985486387
1830	0.598505221
1831	0.5984485594
1832	0.5984233333
1833	0.5983954633
1834	0.5983627823
1835	0.5983167872
1836	0.5982703412
1837	0.5982292762
1838	0.5981780866
1839	0.5981469757
1840	0.5981286824
1841	0.5981081503
1842	0.5980834118
1843	0.5979970944
1844	0.5979589781
1845	0.5979315125
1846	0.5979205163
1847	0.5978765894
1848	0.5978348867
1849	0.5977994204
1850	0.5977370254
1851	0.5977077974
1852	0.597671199
1853	0.5976054211
1854	0.5975861976
1855	0.5975569269
1856	0.5975159744
1857	0.5974757789
1858	0.5974509258
1859	0.5974273135
1860	0.5973886859
1861	0.5973540228
1862	0.5973106423
1863	0.5972751445
1864	0.5972461641
1865	0.5972378875
1866	0.5972001717
1867	0.5971679373
1868	0.5971320253
1869	0.5971139725
1870	0.59710058
1871	0.5970670333
1872	0.5970322357
1873	0.5970037276
1874	0.5969711654
1875	0.5969446628
1876	0.596902607
1877	0.5968753421
1878	0.5968323154
1879	0.5967977064
1880	0.5967523236
1881	0.5967325382
1882	0.5967094269
1883	0.5966925696
1884	0.5966464568
1885	0.5966134474
1886	0.5965941552
1887	0.5965595757
1888	0.5965194307
1889	0.596489314
1890	0.5964675742
1891	0.5964119755
1892	0.5963548201
1893	0.5963205018
1894	0.5962700888
1895	0.59624628
1896	0.5962022386
1897	0.5961693036
1898	0.5961499278
1899	0.5961355226
1900	0.5960928954
1901	0.5960537367
1902	0.5960286542
1903	0.5959994238
1904	0.5959863068
1905	0.5959597884
1906	0.5959179797
1907	0.5958984641
1908	0.5958633488
1909	0.595840097
1910	0.5958180857
1911	0.5957838487
1912	0.5957581296
1913	0.5957199064
1914	0.5956944445
1915	0.5956639118
1916	0.5956324161
1917	0.5955943294
1918	0.5955362169
1919	0.595519839
1920	0.5955118998
1921	0.5954684187
1922	0.5954362531
1923	0.5953952175
1924	0.5953714855
1925	0.5953472461
1926	0.5953185268
1927	0.5952801774
1928	0.5952504658
1929	0.5952220807
1930	0.5951940091
1931	0.5951503451
1932	0.5951172413
1933	0.5950930821
1934	0.5950600322
1935	0.5950218253
1936	0.5949914396
1937	0.594962521
1938	0.594919685
1939	0.5948865443
1940	0.5948564553
1941	0.5948068526
1942	0.5947721391
1943	0.5947598612
1944	0.5947180483
1945	0.5947005271
1946	0.5946669597
1947	0.5946389142
1948	0.5946038419
1949	0.5945656172
1950	0.594552679
1951	0.5944988087
1952	0.594456982
1953	0.5944313629
1954	0.5943729105
1955	0.5943179032
1956	0.5942834179
1957	0.5942522596
1958	0.5942023992
1959	0.5941836838
1960	0.5941663944
1961	0.5941498272
1962	0.5941078478
1963	0.5940836488
1964	0.5940618124
1965	0.5939945888
1966	0.5939816582
1967	0.5939490289
1968	0.5939183845
1969	0.5938918609
1970	0.5938715979
1971	0.5938479347
1972	0.5938078059
1973	0.5937796895
1974	0.5937107921
1975	0.5936877061
1976	0.5936645931
1977	0.5936066477
1978	0.5935841086
1979	0.593543099
1980	0.5934942726
1981	0.5934656698
1982	0.5934282389
1983	0.5933754494
1984	0.5933208056
1985	0.5932628818
1986	0.5932425172
1987	0.5932192945
1988	0.5931786235
1989	0.5931371647
1990	0.593088831
1991	0.5930293863
1992	0.5930063724
1993	0.5929854729
1994	0.5929394393
1995	0.5929211298
1996	0.5928633075
1997	0.5928277223
1998	0.5928082587
1999	0.592783146
2000	0.5927206341
2001	0.5926583696
2002	0.5926011399
2003	0.5925728738
2004	0.5925566172
2005	0.5925337876
2006	0.5924907646
2007	0.5924496374
2008	0.592423782
2009	0.5924034767
2010	0.5923709387
2011	0.5923485366
2012	0.5923074078
2013	0.5922905326
2014	0.5922595899
2015	0.5922255171
2016	0.5921976512
2017	0.5921773718
2018	0.5921508408
2019	0.5921304794
2020	0.5921033273
2021	0.5920852311
2022	0.5920365954
2023	0.5920143452
2024	0.5919879839
2025	0.5919536911
2026	0.591901584
2027	0.5918897834
2028	0.5918697809
2029	0.5917928178
2030	0.5917515393
2031	0.5917264911
2032	0.591705792
2033	0.591680865
2034	0.5916492725
2035	0.5915888287
2036	0.5915680581
2037	0.5915333413
2038	0.5914981681
2039	0.5914829957
2040	0.5914402296
2041	0.5913845564
2042	0.5913689551
2043	0.5913193066
2044	0.5912912985
2045	0.5912520454
2046	0.5912307462
2047	0.5912056723
2048	0.5911774844
2049	0.5911616129
2050	0.5911506712
2051	0.5911148787
2052	0.5910914294
2053	0.591033366
2054	0.5909881578
2055	0.5909540893
2056	0.5909139679
2057	0.5908695696
2058	0.5908340623
2059	0.5907886539
2060	0.59075602
2061	0.5907367123
2062	0.5907092154
2063	0.5906772699
2064	0.5906362977
2065	0.590619981
2066	0.5905784244
2067	0.5905454013
2068	0.5905153067
2069	0.5905020473
2070	0.5904652249
2071	0.5904452084
2072	0.590414636
2073	0.5903789024
2074	0.5903581871
2075	0.5903124847
2076	0.5902731421
2077	0.5902469406
2078	0.5902384413
2079	0.590188758
2080	0.5901725687
2081	0.5901364394
2082	0.5900794824
2083	0.5900435533
2084	0.5899950657
2085	0.5899737655
2086	0.5899272301
2087	0.5898820963
2088	0.5898340677
2089	0.5897887035
2090	0.5897404247
2091	0.5897061768
2092	0.5896683322
2093	0.5896385223
2094	0.5896017028
2095	0.5895636809
2096	0.5895361413
2097	0.5895246421
2098	0.5894745538
2099	0.5894525874
2100	0.589423406
2101	0.5893949595
2102	0.5893567536
2103	0.5893244287
2104	0.5892961771
2105	0.5892835794
2106	0.589246384
2107	0.5892246003
2108	0.5891642499
2109	0.5891382847
2110	0.5890867575
2111	0.5890730105
2112	0.589050769
2113	0.5890422472
2114	0.5890172675
2115	0.5889767003
2116	0.5889302031
2117	0.5889082361
2118	0.5888660885
2119	0.5888345955
2120	0.5888087972
2121	0.5887385029
2122	0.5887184078
2123	0.5886929471
2124	0.5886682984
2125	0.588611747
2126	0.5885970488
2127	0.588553553
2128	0.5885300945
2129	0.5885069304
2130	0.5884767768
2131	0.5884456097
2132	0.5883991795
2133	0.5883523539
2134	0.5883088617
2135	0.5882637099
2136	0.5882155995
2137	0.5882010759
2138	0.5881419772
2139	0.5881030285
2140	0.5880582798
2141	0.5880373434
2142	0.588002663
2143	0.5879709312
2144	0.587953218
2145	0.5879334166
2146	0.5878997963
2147	0.5878753584
2148	0.5878446937
2149	0.5877986736
2150	0.5877648535
2151	0.5877370244
2152	0.5876870634
2153	0.5876692198
2154	0.5876501508
2155	0.5876312155
2156	0.5876125063
2157	0.5875966357
2158	0.5875524369
2159	0.587507564
2160	0.5874865926
2161	0.587455448
2162	0.5874239804
2163	0.5873979758
2164	0.5873596167
2165	0.5873252274
2166	0.5872716986
2167	0.5872509002
2168	0.5871999971
2169	0.5871607696
2170	0.5871343788
2171	0.5870909964
2172	0.5870440662
2173	0.5870209414
2174	0.5869770634
2175	0.5869488044
2176	0.5869312666
2177	0.5868930238
2178	0.5868407943
2179	0.5868023262
2180	0.5867587903
2181	0.5867312312
2182	0.5866887383
2183	0.5866633166
2184	0.5866266724
2185	0.5865756085
2186	0.5865476058
2187	0.586492874
2188	0.5864742749
2189	0.5864323529
2190	0.5864041098
2191	0.5863713708
2192	0.5863503907
2193	0.5863216067
2194	0.5862757504
2195	0.586249968
2196	0.5862291002
2197	0.5862113337
2198	0.5861927759
2199	0.5861700005
2200	0.5861214765
2201	0.586086321
2202	0.5860457841
2203	0.586033654
2204	0.5860051292
2205	0.5859684627
2206	0.5859569066
2207	0.5859364332
2208	0.5858682284
2209	0.5858566672
2210	0.5858402808
2211	0.5857765593
2212	0.585742757
2213	0.585724661
2214	0.5856909166
2215	0.5856642713
2216	0.5856455268
2217	0.5855975752
2218	0.5855683453
2219	0.5855404811
2220	0.5854972018
2221	0.5854676334
2222	0.5854466554
2223	0.5854218961
2224	0.5853985321
2225	0.5853703097
2226	0.5853334945
2227	0.5853055332
2228	0.5852760411
2229	0.5852410978
2230	0.585217751
2231	0.5851874873
2232	0.5851663681
2233	0.5851519497
2234	0.5851287063
2235	0.5851091394
2236	0.585083977
2237	0.5850575811
2238	0.5850326623
2239	0.5850198017
2240	0.5849871742
2241	0.5849417255
2242	0.5849015755
2243	0.5848793303
2244	0.5848458042
2245	0.5847883839
2246	0.5847458753
2247	0.5847205027
2248	0.5846892422
2249	0.5846605131
2250	0.5846338721
2251	0.5846205177
2252	0.5845926022
2253	0.5845651729
2254	0.5845371944
2255	0.5844903491
2256	0.5844495082
2257	0.5843891222
2258	0.5843570548
2259	0.5843396158
2260	0.584308359
2261	0.5842780689
2262	0.5842396033
2263	0.5842107671
2264	0.5841827534
2265	0.5841413539
2266	0.5841132831
2267	0.584074136
2268	0.584035375
2269	0.5839917523
2270	0.5839650855
2271	0.5839214873
2272	0.5839009076
2273	0.5838498002
2274	0.5838240178
2275	0.5837789964
2276	0.5837647854
2277	0.5837424502
2278	0.5837089598
2279	0.5836878959
2280	0.5836662975
2281	0.583628077
2282	0.5835898864
2283	0.5835692673
2284	0.5835521005
2285	0.5834973041
2286	0.5834652894
2287	0.5834378597
2288	0.5834091561
2289	0.5833807555
2290	0.5833599753
2291	0.5833378118
2292	0.5833042564
2293	0.5832538506
2294	0.583227962
2295	0.5831811692
2296	0.583148519
2297	0.583110979
2298	0.5830556003
2299	0.5830225456
2300	0.5830055031
2301	0.5829837627
2302	0.5829530634
2303	0.5829370854
2304	0.5829094003
2305	0.5828879977
2306	0.582872808
2307	0.5828324597
2308	0.5828244562
2309	0.5827958139
2310	0.5827642809
2311	0.5827293029
2312	0.582702649
2313	0.5826721238
2314	0.5826355497
2315	0.5826190216
2316	0.5825829305
2317	0.5825354637
2318	0.5825069873
2319	0.5824790071
2320	0.5824583222
2321	0.5824013327
2322	0.5823230646
2323	0.5822678397
2324	0.5822494578
2325	0.5822160419
2326	0.5821630739
2327	0.5821248255
2328	0.582095092
2329	0.5820762138
2330	0.5820366201
2331	0.5819971849
2332	0.5819637534
2333	0.5819308259
2334	0.5819147263
2335	0.5819040009
2336	0.5818849681
2337	0.5818652161
2338	0.5818256729
2339	0.5818020146
2340	0.5817720986
2341	0.5817514479
2342	0.5817099535
2343	0.5816917732
2344	0.5816428954
2345	0.5816117529
2346	0.5815752773
2347	0.581521218
2348	0.5815081131
2349	0.5814944888
2350	0.5814772256
2351	0.5814281033
2352	0.581390326
2353	0.581353612
2354	0.5813350429
2355	0.5813024901
2356	0.581292737
2357	0.581255213
2358	0.581201151
2359	0.5811787711
2360	0.5811449525
2361	0.581123195
2362	0.5810885412
2363	0.5810634425
2364	0.5810446231
2365	0.5810100743
2366	0.5809737222
2367	0.5809189853
2368	0.580889751
2369	0.5808721313
2370	0.5808382012
2371	0.5807912327
2372	0.5807329047
2373	0.5806969863
2374	0.5806788744
2375	0.5806431145
2376	0.580619494
2377	0.5805782026
2378	0.5805164586
2379	0.580498593
2380	0.580461688
2381	0.5804465378
2382	0.5804074518
2383	0.5803812386
2384	0.5803468113
2385	0.5803221034
2386	0.580282851
2387	0.5802430049
2388	0.5802218384
2389	0.5801842279
2390	0.5801474214
2391	0.5801220572
2392	0.5801099286
2393	0.5800810041
2394	0.580022224
2395	0.5799778909
2396	0.5799401384
2397	0.5799189912
2398	0.5798706762
2399	0.5798167395
2400	0.5797912815
2401	0.5797574712
2402	0.5797201806
2403	0.5796952084
2404	0.579670142
2405	0.579643196
2406	0.5796119546
2407	0.5795853454
2408	0.5795503647
2409	0.579516976
2410	0.5794798437
2411	0.5794572334
2412	0.5794339946
2413	0.5794181233
2414	0.5793617445
2415	0.5793261792
2416	0.5793073436
2417	0.5792732054
2418	0.5792346231
2419	0.5791778192
2420	0.5791585237
2421	0.5791288726
2422	0.5791089171
2423	0.5790930821
2424	0.5790388792
2425	0.5790242157
2426	0.5790018297
2427	0.5789719677
2428	0.5789167303
2429	0.5788929948
2430	0.5788756885
2431	0.5788545405
2432	0.5788239709
2433	0.5788039411
2434	0.5787726632
2435	0.5787602794
2436	0.5787486879
2437	0.5787285812
2438	0.578670244
2439	0.5786355449
2440	0.5786217548
2441	0.5785973536
2442	0.5785568504
2443	0.5785281047
2444	0.5785036991
2445	0.5784766348
2446	0.5784573172
2447	0.5784331092
2448	0.5783846216
2449	0.5783559752
2450	0.5783161422
2451	0.5782843191
2452	0.5782490599
2453	0.5782193328
2454	0.5781906577
2455	0.5781702934
2456	0.5781341165
2457	0.5781183225
2458	0.5780971887
2459	0.5780868545
2460	0.5780661548
2461	0.578026612
2462	0.5780093963
2463	0.5779786521
2464	0.5779621037
2465	0.5779495942
2466	0.5778997038
2467	0.5778779616
2468	0.5778521073
2469	0.5778144584
2470	0.5777965075
2471	0.5777664179
2472	0.5777262835
2473	0.5776649317
2474	0.5776479769
2475	0.5776192307
2476	0.5776074113
2477	0.5775719578
2478	0.5775386859
2479	0.577508413
2480	0.5774564652
2481	0.577434394
2482	0.5774249005
2483	0.5773976423
2484	0.5773717787
2485	0.577329536
2486	0.57727658
2487	0.5772524483
2488	0.5772157381
2489	0.5771967932
2490	0.577165187
2491	0.5771434232
2492	0.5770847713
2493	0.5770687269
2494	0.5770342799
2495	0.5769987345
2496	0.5769838282
2497	0.5769682061
2498	0.5769502596
2499	0.5769294618
2500	0.5768986876
2501	0.5768772209
2502	0.5768434738
2503	0.5768041975
2504	0.5767584061
2505	0.5767275089
2506	0.5767085016
2507	0.5766933125
2508	0.5766721255
2509	0.5766498773
2510	0.576628589
2511	0.5766004641
2512	0.5765845941
2513	0.5765729257
2514	0.5765455041
2515	0.5765246547
2516	0.5764959393
2517	0.5764685362
2518	0.5764224955
2519	0.5763981298
2520	0.5763670085
2521	0.5763315052
2522	0.5763173076
2523	0.5762905103
2524	0.576266581
2525	0.5762364731
2526	0.5762102858
2527	0.5761772828
2528	0.5761386816
2529	0.5761032074
2530	0.5760764072
2531	0.576051994
2532	0.5760217526
2533	0.5759949296
2534	0.5759722154
2535	0.575958307
2536	0.5759426116
2537	0.5759039225
2538	0.5758949252
2539	0.5758574774
2540	0.5758240346
2541	0.5757986715
2542	0.5757827875
2543	0.5757608201
2544	0.5757228805
2545	0.5757070113
2546	0.5756877592
2547	0.5756741002
2548	0.5756387712
2549	0.5756085611
2550	0.5755864173
2551	0.5755644794
2552	0.5755491523
2553	0.5755185333
2554	0.5754834453
2555	0.5754569755
2556	0.5754349356
2557	0.5754072611
2558	0.5753763758
2559	0.5753432833
2560	0.5753188346
2561	0.5752735946
2562	0.5752353577
2563	0.5751975527
2564	0.5751623811
2565	0.5751230862
2566	0.5750908181
2567	0.5750689005
2568	0.5750450647
2569	0.5750259543
2570	0.5749939228
2571	0.5749784735
2572	0.5749485762
2573	0.5749065915
2574	0.5748684465
2575	0.5748359184
2576	0.574810133
2577	0.5747919763
2578	0.5747724428
2579	0.574728153
2580	0.5746924348
2581	0.5746541056
2582	0.5746274197
2583	0.5745988757
2584	0.574576091
2585	0.5745552546
2586	0.5745345957
2587	0.5745265859
2588	0.574513672
2589	0.5744740984
2590	0.5744523391
2591	0.5744014339
2592	0.574367488
2593	0.5743490787
2594	0.5743169493
2595	0.5742857373
2596	0.5742359884
2597	0.5742170892
2598	0.5741944704
2599	0.5741578831
2600	0.5741164729
2601	0.5740961272
2602	0.5740637337
2603	0.5740206183
2604	0.5740087736
2605	0.5739547952
2606	0.5739414684
2607	0.5739215593
2608	0.5738891609
2609	0.5738708054
2610	0.57383758
2611	0.5737896817
2612	0.5737754461
2613	0.5737368575
2614	0.5737065513
2615	0.573671051
2616	0.5736312409
2617	0.5736128332
2618	0.573579111
2619	0.5735585514
2620	0.5735307858
2621	0.573513519
2622	0.5734898364
2623	0.5734588427
2624	0.5734267515
2625	0.5733900551
2626	0.573353811
2627	0.573321714
2628	0.5732919944
2629	0.5732614519
2630	0.5732506116
2631	0.573203888
2632	0.5731874935
2633	0.573158292
2634	0.5731342404
2635	0.5731027212
2636	0.5730777787
2637	0.5730348474
2638	0.5730096567
2639	0.5729696018
2640	0.5729198067
2641	0.5728936814
2642	0.5728861034
2643	0.5728681346
2644	0.5728117311
2645	0.5727659486
2646	0.5727605689
2647	0.5727277489
2648	0.572709576
2649	0.572664124
2650	0.5726255891
2651	0.5726102992
2652	0.572600796
2653	0.5725504479
2654	0.5725126606
2655	0.5724780771
2656	0.5724393239
2657	0.5723627016
2658	0.572324126
2659	0.5722928718
2660	0.5722590939
2661	0.5722481975
2662	0.5721895693
2663	0.5721572489
2664	0.5721298609
2665	0.5720968109
2666	0.5720739096
2667	0.5720581952
2668	0.5720385505
2669	0.5720117174
2670	0.5719843308
2671	0.5719740025
2672	0.5719409758
2673	0.5719098475
2674	0.5718920643
2675	0.5718657346
2676	0.5718456635
2677	0.5718205908
2678	0.5717871329
2679	0.5717663825
2680	0.5717433912
2681	0.5717049241
2682	0.571672487
2683	0.571663612
2684	0.571641954
2685	0.5716125832
2686	0.5716065164
2687	0.5715726755
2688	0.5715451393
2689	0.5714960088
2690	0.571465352
2691	0.5714491731
2692	0.5714236065
2693	0.5714000297
2694	0.571352647
2695	0.5713446882
2696	0.5712906573
2697	0.571252194
2698	0.5712269813
2699	0.5712111004
2700	0.5711916459
2701	0.5711744173
2702	0.5711461757
2703	0.5711142904
2704	0.5710975706
2705	0.5710819205
2706	0.5710252552
2707	0.5709812266
2708	0.5709709922
2709	0.5709134406
2710	0.5709049815
2711	0.5708433704
2712	0.5708099501
2713	0.5707829968
2714	0.5707582281
2715	0.5707458354
2716	0.5707294577
2717	0.570710982
2718	0.5706595073
2719	0.5706372927
2720	0.5706088855
2721	0.5705829864
2722	0.570531347
2723	0.5705131119
2724	0.5704849903
2725	0.5704570225
2726	0.5704277608
2727	0.5704023448
2728	0.5703612572
2729	0.570327253
2730	0.5703097112
2731	0.5702821179
2732	0.5702638779
2733	0.5702413584
2734	0.570202618
2735	0.5701809002
2736	0.5701614162
2737	0.570142719
2738	0.5701280732
2739	0.5701094956
2740	0.5700790292
2741	0.5700409903
2742	0.5700126767
2743	0.5699723278
2744	0.5699405031
2745	0.5699237915
2746	0.5698814924
2747	0.5698461549
2748	0.5698169019
2749	0.5698018179
2750	0.5697731329
2751	0.5697529026
2752	0.5697285428
2753	0.5696943795
2754	0.5696810222
2755	0.5696559864
2756	0.5696247553
2757	0.5696100152
2758	0.5695734423
2759	0.5695310233
2760	0.5694989402
2761	0.5694810963
2762	0.5694517045
2763	0.5694400669
2764	0.5694216137
2765	0.56940456
2766	0.5693849942
2767	0.5693672194
2768	0.5693447427
2769	0.5693075066
2770	0.5692678449
2771	0.5692264451
2772	0.569211214
2773	0.5691927006
2774	0.5691794068
2775	0.5691405955
2776	0.5691147044
2777	0.5690976312
2778	0.5690759527
2779	0.5690472956
2780	0.5689871061
2781	0.5689584605
2782	0.5689340674
2783	0.5688902683
2784	0.5688540781
2785	0.5688344104
2786	0.5688132013
2787	0.5687696405
2788	0.5687369508
2789	0.5687289317
2790	0.5686981493
2791	0.5686675044
2792	0.5686507185
2793	0.5686368036
2794	0.5685950187
2795	0.5685738394
2796	0.5685405147
2797	0.5685093414
2798	0.5684784687
2799	0.5684450158
2800	0.5684195614
2801	0.5683899238
2802	0.56836709
2803	0.5683407655
2804	0.5683256212
2805	0.5682681766
2806	0.5682541843
2807	0.5682400998
2808	0.5682209997
2809	0.5681810875
2810	0.5681477012
2811	0.5681271
2812	0.5681166754
2813	0.5681021897
2814	0.5680706746
2815	0.5680471084
2816	0.5680329001
2817	0.5680106099
2818	0.5679852391
2819	0.567957722
2820	0.5679446341
2821	0.5679208053
2822	0.5679032808
2823	0.5678611819
2824	0.5678363794
2825	0.5678186589
2826	0.5677955594
2827	0.5677737148
2828	0.5677558393
2829	0.567723016
2830	0.5677092893
2831	0.5676810034
2832	0.5676591324
2833	0.5676227383
2834	0.5675967171
2835	0.5675651299
2836	0.567554016
2837	0.5675298745
2838	0.5674892672
2839	0.5674684916
2840	0.5674270483
2841	0.5674150168
2842	0.5673868123
2843	0.5673384477
2844	0.5673178407
2845	0.5672868651
2846	0.5672683407
2847	0.5672347404
2848	0.5672004116
2849	0.5671674787
2850	0.5671241901
2851	0.5671071156
2852	0.5670653248
2853	0.5670424462
2854	0.5670308815
2855	0.5670121424
2856	0.566994045
2857	0.5669754529
2858	0.5669524422
2859	0.5669352698
2860	0.5669045046
2861	0.5668724091
2862	0.5668331538
2863	0.5668028671
2864	0.5667602813
2865	0.5667291819
2866	0.5667008088
2867	0.5666878296
2868	0.5666568495
2869	0.5666326069
2870	0.5666195983
2871	0.5665957127
2872	0.5665831424
2873	0.5665558789
2874	0.5665131659
2875	0.5664720556
2876	0.5664413437
2877	0.5664295529
2878	0.5664106244
2879	0.5663836992
2880	0.5663516812
2881	0.5663340329
2882	0.5662903863
2883	0.5662673498
2884	0.5662249525
2885	0.5662064513
2886	0.566167241
2887	0.5661544286
2888	0.5661271528
2889	0.5661014731
2890	0.566069826
2891	0.5660558585
2892	0.5660381659
2893	0.5660020405
2894	0.5659883109
2895	0.5659629946
2896	0.5659473514
2897	0.5659168645
2898	0.5659016838
2899	0.5658730034
2900	0.5658418805
2901	0.5658222727
2902	0.5657917047
2903	0.5657827804
2904	0.5657585041
2905	0.5657335053
2906	0.5657057042
2907	0.5656852517
2908	0.5656553209
2909	0.5656335565
2910	0.5656201085
2911	0.5655946561
2912	0.5655791052
2913	0.5655130675
2914	0.5654920341
2915	0.5654585667
2916	0.5654349202
2917	0.5654073313
2918	0.5653714966
2919	0.5653517368
2920	0.565314889
2921	0.5652794247
2922	0.5652458934
2923	0.5652332696
2924	0.5652154633
2925	0.5651910855
